HITId,Input.text,Answer.sentiment.label
36KM3FWE3RJ3OPXL8O5SRSRF57R70X,"Kyuhyun had a bit of a nuisance because of an infection in his left ear when he was young. So, his left ear, a little less hearing",Private
3SD15I2WD21G1HID81IJNCPQD8S36Q,@fatinamxo Can?t get herpes from makeup.... an eye infection though ??,Private
38G0E1M85MCLF1AXOTMSMDVP7E2UVF,"@Andraeas Not nice is it, I had it all over Xmas & still got a chest infection now ?? need sun ??",Private
3YOAVL4CA0O37NLSAKKDUFARWCJZ4W,"@Hippoclides @spillaneda Ha! Don?t even joke, Michael. Week 2 laid low it?s flu and a chest infection. #prayforjoan",Private
3R5LWXWHR0FUE8EX43YT6JRJEHVGX4,"these past nine days of infection, writhing pain, and pneumonia won?t tear me down 2018 WILL BE GOOD TO ME",Private
3VJ4PFXFJ3E1ND7ZDYVWQQHCM41UAE,@_EStarr47 yes I think I have a ear infection now ??,Private
3EKTG13IZUAZ6OTU1NT08UGT3UXMLW,Mamma Mia! It Looks Like Human Torch Caught An Infection. Apparently It Burns When He Pees. My Leg!,Private
3T8DUCXY0ND8IHI5LNRMPZKQX8C9TN,What helps fevers?! ?? for a day now I?ve had one of 100-101. Went to the dr and my surgery arm is bad & have a kidney infection ??,Private
3XEDXEGFX3VRJ445RIU1VXW1BRRK0G,"The infection can be removed through surgery, but the feelings disappear along with the petals.",Private
37ZQELHEQ05PUOWFD09FLMKI8PXNMZ,"Ear infection and slight respiratory infection ?????? my poor angel baby. No wonder she didn?t want to eat, because she has a sore throat! ????",Private
33KMQD9OFJLH60X5TNQ16712DLX77X,why is it that when i have any sort of upper respiratory infection all i want to do is c h a i n s m o k e,Private
389A2A304OP906SHZ5D37EJT6IIC0V,It's protection form infection,Private
3DQYSJDTYLIWUUI6Y8856G6711GEXL,@FoxNews That thing should be in federal prison for the rest of its infection to the sit we breathe!,Private
31HLTCK4BL22AJ924OXBIYUYY6NGV1,My poor baby has a double ear infection & RSV ??,Private
3PUV2Q8SV4BKPL15XH53B1XUIMRDBI,@artymanda I think infection. Waiting for results.,Private
3OJX0UFJ0ZENIUXULSHWUV6SGMJ9UE,So Cain finished his antibiotics a few days ago for his chest infection and now the poor lad has a vomitting bug! ?? feel so sorry for him!,Private
3UV0D2KX1MQX26US98Q6RNU9K7Q4FE,telling me I don't need to wear makeup because of my eye infection isn't helping. It's already infected. The infection has happened. stfu,Private
35A1YQPVFENZ8G0IOLF1ZCDF0VDI5O,I?m scared to google free tattoos cause if I go through with it I might get an infection and die,Private
34R3P23QHS8TP44IE4KPP0PDKF2HWB,I have the flu and a sinus infection ??????,Private
3XT3KXP24Z5VRK0WT4P6RIRFWQOI64,Less common complications may include damage to the #facialnerves and #necrosis of the #skinflaps or infection.,Private
3RDTX9JRTY8LKJLY8KOLK3S88BL799,@sebtsb do you care about the fact that i might have an ear infection,Private
38DCH97KHH9KWD3MQVO49ON696PJQE,Woke up with an ear infection and a fever. Great,Private
3CIS7GGG65Q4DQOBT3XIM9737JZEUT,I have a sinus infection so I have to take 6 pills a day. I actually suck at taking pills so my 2k18 is going great. Lol,Private
3XAOZ9UYRZYD1WNI06IY5ORKFPP1QS,@RAZ0RFIST Stan prolly refused Her advances and now the #metoo infection hits like a ripe carcass.,Private
3IKMEYR0LW2YFE7J65YFELPG8PBK20,@CMcAlister79 I?ve now got a chest infection,Private
3V8JSVE8YYXLUZ8G34U7PUDG37AEYR,"@DirectoryGroup Flu twice in a month, chest infection and a breakdown..not so happy Christmas it could do with a boost to new year!",Private
3SZYX62S5G72JWJM5UB48NN6MF275I,@linda_desangles @YouTube I would say its a global Issue attacking the sauce of the infection if so!,Private
3R868ACW4SJJJ3EC5LME347UMHTGZ1,@JStocks95 i wouldn't recommend it you'd probably die of infection/complications from surgery in such a poorly regulated enviroment,Private
371QPA24C2VQTCFAHACTAT27ZWOT1Y,"I feel like we are the inmune system.fighting an infection, Jesus Christ!",Private
3P0I4CQYVYE3HLQ5IHFF99MEW1FWOD,"Bronchitis, a migraine and a sinus infection suck so freakin bad. Especially when I have a job where a lot of people depend on me ??",Private
3KI0JD2ZU1PY20J0ADL90T16IAD76Y,@theowalcott Prepare and don't turn up for the match. Then we will stand a chance to win. Chest infection should be a good excuse for you.,Private
3XEIP58NL0UZ5VSDGCJUGWC2IYFZLQ,@MegglesMaggu I wish there was a study that looked at flu infection rates of people that get the flu shot vs those that don't. lol,Private
3J9L0X0VDFT0AYMZGSWXCJRP12U9WD,i want to cry i think i have an ear infection,Private
3PZDSVZ3J5O9QY797W9JZS3IMYC4NL,"@Kentinued Nah, that's just part of my yeast infection. Completely unrelated.",Private
34YWR3PJ28HX343CQ19QLR43706X0I,"""I can't get your sinus infection babe..."" ...Two days later and we are both dying of it now...??",Private
32XN26MTXZQ23AMNCI62AX9G0RX0L0,"@052610Nancy Have someone feel your head. Are you breastfeeding? If not, it wont be mastitis but it could be a different infection",Private
3R0WOCG21MGZLKABX8MYGRPI77YUDG,I?ve cried so much; I got eye infection ??,Private
3E9ZFLPWOYZ8AZKSURYWRV4ZTUNIXY,"@Setzyy_TB @YKEminence Always works for me, try an ear infection on a flight",Private
382GHPVPHSY2MUEZPDP4QE5CHHM345,John Roberts looks like he's recovering from eye infection.,Private
3D1UCPY6GGG35V111GFH7QLHJ3I38C,half a year later and im finally going to continue reading infection,Private
3ECKRY5B1Q3XFUK7V9MHOGKA1ULIZV,This ear infection has been one of the most painful things ??,Private
30EMX9PEVKQRKDOH0KDL532K6JAKS3,"@kikuko_kamimura Oh she's worried! She want you to settle here, and not back to Japan. Can't she wait till the infection disappear at least?",Private
3MIVREZQVH5F7X948GOGA3NJOVPQKK,@GoTeamRatcliffe Checked ours at we?re also 1. Encouraging. Just been in bed for 9 days with a chest infection/Flu.,Private
3IZVJEBJ6ARHMAP6T8DSRDU5S3PZ6H,@Ha_KimSolid Upper respiratory infection. Bronchitis and an ear infection.,Private
3CIS7GGG65Q4DQOBT3XIM9737JZUE9,Holenitis: A bacterial infection characterized by forehead pain and potentially fatal nausea. Gold standard of care? Hyperbaric oxygen.,Private
3L7SUC0TTU1M9S48CU7HAAO50WN0M2,turns out i did have an ear infection and now im on a straight up pill diet or something,Private
3RHLQY6EDTB04MGWI2VG3NRO8UAD4C,"Corrin, you need to keep yourself clean. You don't want a yeast infection, do you?",Private
356TQKY9XF4L6E2O3SI7K7XXO5378K,"@cingciseach ""Yet you won't let me study the infection. If you were trustworthy, you would cooperate. And stop lying.""",Private
31KSVEGZ34Z6EYILA9WJ34RJ7O0RWI,luckily dah habis cover. bcs now cannot study sgt since lower back pain & this stupid bacterial infection,Private
30UZJB2POHJKIDIZ3I8EV6BQHDH35A,Getting an ear infection the day after starting squats again ?? kill me now,Private
3LVTFB9DE5PA5BDLIP31CBVQHE8QGH,Sitting in kaiser thanks to this bullshit ass sinus infection ????,Private
36818Z1KV3KHOJUGYEZV3HRC9RI3AG,@optivohomes @optivokate @PaulHackett10 My Dad has a chronic leg infection at the moment but cannot let the Nurse in a Door entry broken.,Private
3JYPJ2TAYIFJRZGB7SIUUL54B3MPFQ,"Bruh this whole time, I had a sinus infection and not a cold lmfaoooo",Private
3PGQRAZX02RM4IDY4ZECEBHV4YJSY6,"Dude @ultabeauty is about to lose all of my business, their points system is not worth an eye infection or breaking out from used products.",Private
34OWYT6U3WOI932URBSIBSIHMRWI9F,@hyuun___ got a urine infection ?? explains why i felt so bad on sunday,Private
3FHTJGYT8N7P5ZC6ICOCC65GCIMPGP,so my salur tekak got infection and it become bengkak omg and anas said i got halkum otakko,Private
391FPZIE4CTGX0FDJ45O7C4GZZRUHP,Whoever gave me this nasty throat infection for my seventeenth birthday will not be receiving a thank you card in the mail,Private
3DA79LNS592M3FTP4EQCYMH4XG2T3Q,UTI. Sinus infection. Ear infection. Borderline bronchitis. FML,Private
3LEG2HW4UFUNZSF55U7IY8XB0TV2FH,I think I have an ear infection or something one of my ears has been hurting for 2 days ??,Private
3JTPR5MTZSJQEBQ6OO0DCSSSSZ2K51,Will this water infection ever just fuck off????,Private
3RWO3EJELHGS1KM30T395J1AAT31P1,"@NotToBeTrite @JC1053 @rickydx13 Good luck guys, I'm a bronchial infection so I dodged flu and feel like I'm on the mend",Private
3YZ7A3YHR50O2U3ETX9F3EJ29TFS5Q,"@brucel I?ve not been ill, didn?t get a flu or an infection in the past five years, since I adopted @Pixel_thedog. I?m not a vet, but?",Private
3D5G8J4N5AB6FOV8OOWIHH9NO0VVTP,@HBCUfessions at least it was protected...she nasty gonna have some kinda bacterial infection ??,Private
3D4BBDG7ZH35HYREISVM9CH09U2C3Q,@Annihuhlation @Persaged We had this convo like 5 times I 1v2ed got infection finals,Private
3PR3LXCWSF6FZYRPQXSJE25WA409X6,spoke to my roommate about movies for more than hour while holding my piss and now i?m exhausted and have an infection of the dick,Private
30IRMPJWDZQFJYO4LVDGFTXOKHRKRF,"Best boyband since One Direction, makin niggas itch like a skin infection",Private
3OB6JN3A9QWA9MO767QWU6PS9MMMRM,Up again fighting this ear infection.,Private
3UOMW19E6DD8VDEIWBJFO9FKNQTC5G,"Chronic hyperplastic sinusitis causes include allergy, environmental factors such as dust or pollution, bacterial infection, or fungus.",Private
3OPLMF3EU5U5O6EUDO80L95T8K7NLX,"I enjoyed @TurnAMC but surprised how many times people were shot, stabbed, tortured in 1777 but never died from an horrible infection.",Private
3BO3NEOQM0OWEMCZJH6I7NT1S9EIAU,"Phew....just a sinus infection. Not had one before. I feel terrible with it, feels as if my head is going to burst. On antibiotics...again!",Private
3FULMHZ7OU438GM9VVUJMDEIH824ML,@ophelia53991183 something about this makes me feel like i?m looking at a person with a horrible skin infection,Private
38Z7YZ2SB39O12JG8D34XN86WR0QI9,@TreshonBrown4 not on snapchat but if you get a yeast infection,Private
3Z8UJEJOCZK3J0KB68LV7MGS390391,Ahh here it is. The usual January throat infection ??,Private
3D42WVSDH82D0D8CYFED7CYGF8PFYA,"@MrNorval113 ""It's protection from infection"" ??",Private
32ZCLEW0BZRZW127QI9F9JXW4A3PJT,The #impetigo infection is spread by direct contact with lesions or with nasal carriers.,Private
38F60IALAGOQMNUSLR8TWOJXU4IT0V,"@glenirvine4 No Iv a sinus infection can?t even bend forward without my head feeling like it?s gona explode, that what u got?",Private
3PUOXASB57A44TR4RFG4BNL7I4Y9Z3,@funkyfledermaus Trenchfoot. A fungal infection like Jungle Rot.,Private
3W1K7D6QSBONSM61PZU02TGX640ZB2,You know your sinuses infection is getting better when you can?t sleep for itchy eyes and nose ????????,Private
3RKHNXPHGW37ZQGLPP8LK4K8RGVKUJ,@netsy01 He's like a drug-resistant infection that we can't get rid of. #BlueWave2018 #UniteBlue #VoteBlue,Private
375VSR8FVWGA8TNQLWGQ28L1OQ4RZ8,either i?m going deaf or i have an excruciatingly painful ear infection and i am unhappy about this.,Private
3J9UN9O9J3ZW8KYN9XUPUIWOW2RJ0G,Feel like crying Bcos of the pain I?m in cos of a throat infection ????,Private
3FDWKV9VCN92PEGOA1L1ZHCCGLQUMY,This wisdom tooth infection makes me want to jump off a cliff!! MALUPET ANG SAKIT ??????,Private
38DCH97KHH9KWD3MQVO49ON696PQJL,"Being an adult really sucks, went to the eye doctor today paid $100.00 and now it's $164.00 to fill the rx for my infection. #ughdumbeyes",Private
36BTXXLZ2VFU5WZ103Q08C8SNV14R9,@MennaY96 faks infection dh.. el 23da hrs3'r kda complications w 5li innervation dh fl bus kda ?? w technique b2a el sob7 wla haga,Private
379OL9DBSSL4Z3HZVTELXGC5CAU9YC,i have foot infection,Private
3CO05SML7VCD68H0H23YW9IF6JM0RQ,@Chizzy_GetsBusy i have a sinus infection chill ?? i?ll be halfway through my antibiotics saturday,Private
33Q5P9PUSPT62RY73ZQVDDMFOP0ZC9,"Y'all be letting ya MCM put dirty finger nails in ya Pum Pym, not you got a staff infection and 6 weeks to live.",Private
38G0E1M85MCLF1AXOTMSMDVP7E2VUG,My dad has a sudden ear infection as soon as I get here. Drama.,Private
3BS6ERDL93EEJ9KA1QOV0LB24LGD6X,Yeast Infection isn't an STI because it happens in women who aren't sexually active and candida fungus is naturally present in the vagina,Private
3MXX6RQ9EVC9TJJMNBMB3H8DMDD4PH,@Michael_loy25 Says the dude who had almost died from an upper respiratory infection lol,Private
3CKVGCS3PGCP7NHDWR33MJNBSL4S05,12-year-old girl dies from infection doctors misdiagnosed as flu,Private
3QTFNPMJC6PPTVVYSPZ9TOGRNTFZNS,Chest infection kept me up the full night SO NO SLEEP and my brother walks past this morning like ?why you coughing? i D N O stfu GOD,Private
3TLFH2L6Y9VXIXX60EC7FCCCR22T2F,@hexmoor_69 No I have an eyes ears throat infection I'm on antibiotics back to work Friday I hope,Private
37MQ8Z1JQE3TZJW0AKZ6NT4R64KY29,@Sarahsniknaks I?m getting back to normal slowly. Mum has a water infection and it?s knocked her sideways.,Private
3W0KKJIARRG91T98MM7GOC2JUP3K83,Viral infection and the flu on top have knocked me for 6 these last 3 days! Hate being ill! #greatstartto2018,Private
301KG0KX9CS7DO6B0KVI1T9OG87H2T,This sinus infection is kicking my butt ??,Private
324N5FAHSXI7C55LUFIQGQMR5N4KV8,I?ve never had to pull my panties up into my ass to make it look fat. Y?all just love a good yeast infection eh?,Private
3OZ4VAIBEXMC1LZ3CUIEFBMEQY4JV8,"@sonicshawty according to my friends this sounds like an escalated infection, you should see a doctor as soon as you can",Private
3MA5N0ATTCIKRU5QKPNM2S55CW6KWI,How am I getting sick again just two months after a sinus infection,Private
3ZC62PVYDHH50U9NTDYXU5REH7RXXD,Thought my sinus infection was better when I was at college woke up from a nap with half my face swollen!!! Fab x,Private
3YD0MU1NC28ZP2V30Q2LGY3SET37AO,Huhu I wanna cry my head is about to split open because of this sinus infection but I'm still working on an experiment ohhhhhhhhh :((,Private
3ZFRE2BDQ9LU5P92UVMIRQ7PP7PXZA,@_Maschera Thanks. ;; Still not recovered from sinus infection from Japan + mini Japan. And yeah! It's just her size,Private
322ZSN9Z5GR7LBCT4SVV8R9ABGYT4B,@AmyIsAwesomeDuh What do you call a anorexic woman with a yeast infection? Quarter pounder with cheese.,Private
3UEDKCTP9VX51F4PCHFAAC6OJ5XK7G,"Been nursing the start of an ear infection all day and I'm feeling pretty shitty, folks",Private
3SSN80MU8CVZGUAGUUJ84BJCLYCKXB,And I?m sick with a sinus infection once again. Smh,Private
3B6F54KMR2JPEC2VSA730O6LXDAS18,Ants react to their infection by climbing up plants and sinking their mandibles into plant tissue.,Private
3S8A4GJRD3A0DQKWSBOP67H94SKV6E,I once was a playboy bunny...until I got fired because of my herpes & yeast infection ;(,Private
3FVBZG9CLJL0HE3XLXR4I5G9JANH09,@Ju_TwoTimes Might need to get it check out & make sure u don?t have a bladder or kidney infection,Private
3T5ZXGO9DEVAWS8Q8HRQXIBWS42ZQF,Genesis slept in her contacts for a week. She claims she forgot. She now has an eye infection,Private
3RWB1RTQDJUACK6OZECOKTOIOZ9P89,@CNN Since when is marijuana something you can be 'susceptible' to? Is it a bacterial infection or something?,Private
3EHVO81VN5S0O3OFHGV4WAZJO2TH1C,so im at clinic and just done with my check up and the doctor said ive ear infection iM SCAREDVSUEJDJ,Private
3YO4AH2FPDRDU7204NEYRJ8AAXK0QP,Missed #TheDressageHour felt worse today so been to the drs I have a chest infection so on antibiotics and have to rest ????,Private
3D3B8GE892YAQPPY46I2KPJT85RP9Y,I'm really hoping once I get rid of this stupid sinus infection & the weather clears up that I can start walking every day after work. ??????,Private
3WRKFXQBOBEXA4A2ZNKYA9B8V0HIY4,this ear infection and sore throat is noooo joke i?m dying,Private
39O6Z4JLX24DW54STYXF6KUT1WJVX8,update y'all it's a sinus infection... IF I GET ONE MORE DAMN SINUS INFECTION IDK WHAT IMMA DO,Private
33QQ60S6ASP5M09HLWY31K5ZDIQ0UU,"Sinus infection and a dislocated rib ?? fuck you too 2018, I see you ??",Private
3PUOXASB57A44TR4RFG4BNL7I4XZ9S,Can?t wait for this ear infection to go away so I can hear again ??,Private
341YLJU21I679JHV62D315A3GLN2I8,If this isn?t an ear infection and I?m getting the flu I?m killing everyone I saw Saturday. ??,Private
3INZSNUD80X11SM8ZXR7KV24UMOD98,Pretty sure I?m getting a sinus infection. I just got over being sick. I?m pissed.,Private
3WUVMVA7OBAI9C19JLU47IWROMFZA7,@echoes_a_spark I was getting a bladder infection; I had to go to my doctor and get antibiotics. Those are so miserable,Private
3H4IKZHALBPVC6HFP1OFY19IDF7NNZ,This stupid infection has put me on bedrest for two whole weeks!!! I'm so frustrated at this point ??,Private
3R6RZGK0XFJ2WAU2YUJHPY1232DVYE,Haven?t had an ear infection this painful since I was a kid ??,Private
336OE47KI2RY75Z2JT1T41GMSUDVWF,"As I approach the 4:00pm hour (pain med time for sinus infection), I?m not screaming in agony. I?m just screaming. Is that progress??",Private
3MDKGGG61QUL0YG7NGOA5PTO774T6W,i have a sinus infection. plus the flu. and honestly this week can?t get any worse.,Private
3CKVGCS3PGCP7NHDWR33MJNBSL50SE,I really hope I don?t go deaf because of this infection.,Private
3WYZV0QBFJKYNR6MOH6F580MY43XB4,@SMilleris2nd I known the feeling all to well. I am on my second ear infection this year.,Private
3UUIU9GZC5CPHUGTIXE5DJFOBCTT5G,"Dear America, stop asking me for a Z PAK for a viral infection! #primarycare #dpc #antibiotics",Private
36U4VBVNQOKTMUTGF9HILG6MM8PURM,"hey @claygober i need you to do me a solid and come back to atlanta, ga on the double or i?m going to get a yeast infection thank you",Private
3VDVA3ILIDMMO7T4XADMBANI92GG1C,i googled my symptoms and i either have a chest infection or i?m having a heart attack,Private
371QPA24C2VQTCFAHACTAT27ZWO1T6,my arms are getting worse by the day lol I need to go to a dermatologist. truly making niggas itch like a skin infection,Private
3AA88CN98PAOGZ0QZQ5ANPQLN46KYH,@All_Smiles904 Thanks still down went back to the dr today I have a sinus infection. I told them that sun smh,Private
359AP8GAGGRNIHS1K4YCMTTGEWOC7V,@HelloimMimi Kidney infection.. luckily the kidney isn?t damaged but for some reason they?ve kept her for like 4 days now,Private
375VSR8FVWGA8TNQLWGQ28L1OQ4ZRG,"@CDA_Dentists and @OCDentalcare Infection Control and California Dental Practice Act held in Santa Ana, CA.",Private
32XN26MTXZQ23AMNCI62AX9G0RWL0K,@alpha_Lady_pi @TheFive Just an ear infection.,Private
37VHPF5VYCARIVXKU9QI0TPBPGUC8I,@adamfaqrurazi Lymph nodes? Might be due to infection yada yada,Private
3B623HUYJ4X7PCMGRVGIFYTTBJGS8S,"No sooner had already provided every word ""infection"" to him.""",Private
36FQTHX3Z3YM7TZ84SZRYSBIR933BB,"Being put in a place to rehabilitate her, this was pre infection, i was only 7 I think at this point. I never understood what was wrong then",Private
31D0ZWOD0A6L7RVJFRHC1JT56FXA0R,@Zach_Michaels Remember when I recorded all my vocal parts in your closet with the worst sinus infection of my life,Private
3QX22DUVOOO22T5OFRV6V3EVUSZMVF,"3 weeks recovering from 4th heart attack and triple-bypass surgery, I now have a chest infection. Apart from that, all's going very well ??",Private
3T2HW4QDUVERW0GUZ1WW0PKM9MCC97,Got myself a stupid infection from a public toilet because ngingumsunuw,Private
3MGHRFQY2LWM39TMVXVS45BC960Y0P,Starting 2018 off right.. with a sinus infection,Private
3B0MCRZMBR1VIC55LVEZ6FJ8D99PPT,an infection is a persona: nodding and phosphatic,Private
3538U0YQ1F1CKABO9ULNHI2367UF34,This chest infection needs to fuck right off.,Private
3W31J70BAS3BDWZL3YNLQYY2KGOKC9,Missed so much school n obviously I have a chest infection and need to miss MORE school,Private
3HFWPF5AK9QLOFGAFELMOHLIVXOS30,I think I feel more physically ill having to call into work then I do with my sinus infection,Private
3L21G7IH473MAYE4RGZSIAUMEY6Y1S,Tea with lemon and honey for my horrible upper respiratory infection ??,Private
3DW3BNF1GHPNH43KLQLNQLD0ANAV80,"@chrisfroome Just you wait until my chest infection clears up, then I will smash you ?? #asthmaticsunited",Private
3KG2UQJ0MJVGF3U75TGW2V4NIQUQNP,update: I did jinx it and I definitely have a throat infection. this is not a drill,Private
3KA7IJSNW6CTEI4V2QWYBVEJW5UPB8,"So far today I've had 1 mug tea, 2 cappuccini, 2 Danish pastries. Hardly the diet to assist chest infection recuperation is it?",Private
3SBNLSTU6UCG7J4L3VL6XJ4X9PCZD9,@realscientists Our large team do a lot of healthcare associated infection research. @CREreducingHAI,Private
3P888QFVX31YXOUJ68G9HK4S80ZQO4,idk if it?s all ultas or a management problem at some stores but i don?t want an infection,Private
39XCQ6V3KYBJFW5HMK6C29NAR4J56I,the tea is that when i got a kidney infection they never gave me the right dose so now i?m stuck with dealing w kidney pain every so often,Private
31MCUE39BKTIYA7JKER5Z32F7MUG34,I have to stay home today because I have a really bad ear infection ??,Private
34KYK9TV2RFQRAKNU70S60JUJP1SBR,On top of that I feel like shit with thu#s sinus infection,Private
3UV0D2KX1MQX26US98Q6RNU9K7QF4P,Taleah has a double ear infection man she just can't catch a break,Private
33BFF6QPI1IEVWXJZJVNL6O31AKW3J,Definitely got some sort of throat/mouth infection #yellowtongue,Private
36818Z1KV3KHOJUGYEZV3HRC9RHA3M,I thought my sinus infection was going to be the worst thing to happen to me this week. Mother Nature said ?surprise?,Private
3XUY87HIVPLJC6BF1ZUF87VI3ZNMMY,@TheTimeInBetwe4 There was a bacterial infection belt up so don't know what that is so I gotta take pills for it.,Private
3YKP7CX6G2M48C0V642HB9NYWBO7BJ,@kezzalee77 It definitely looks great on the outside???? have u a bad infection?,Private
3DIIW4IV8P2HCXWIAGWRUK710ZII4J,The one nice part about having an ear infection is that I can?t hear uncomfortable conversations. Maybe I?ll stay deaf,Private
3B9J25CZ25K91FCT87WNHKPC1A1SCY,I'm off sick with a viral infection and I've just seen this rubbish lol,Private
302OLP89DZE51JQZR7AWWKV6F4UCAM,I found out I have a viral infection oh boy. ??,Private
3WJGKMRWVIG3ZQTBBH1YML3C07RDCP,love having strep and then getting an upper respiratory infection 2 weeks later,Private
30U1YOGZGA3J67I783RY1Q7UMADSDY,"My poor boy has RSV, the flu and an ear infection. So naturally we both got 2 1/2 hours of sleep. Pray for our sanity ????",Private
341H3G5YF0LM8Z3RRJXBICKEF050ZJ,I finally dragged myself to urgent care after feeling like garbage for three solid weeks. Turns out I have a sinus infection AND strep!,Private
3126F2F5F8ARLLGFCHYOC3K4Z27PE8,No way! ??A sinus infection I didn't even ask for? How thoughtful????,Private
3MNJFORX8BBFYPYSND9GWF0NK3LF5U,I can feel the sinus infection I?m tryn duck n dodge this joint doe ???????,Private
3Z33IC0JC0TNV9MUQIR1QH8BUTSV9P,You have some women that constantly get thrush and yeast infection. I feel for you ma,Private
35F6NGNVM8Q44YUC6QT2B3TK2IOT7V,My sinus infection is intense this go around.. eyes swollen to the max ????,Private
3HEM8MA6H9JGIO6KL8TO6K9II5VQPL,Honestly who has TIME for a kidney infection I'm TIRED and so sore,Private
3Y40HMYLL1PDJQFSO8NAAYSANPAUXI,They thought I had a chest infection so they limited my smoking,Private
3DTJ4WT8BDMLZPILZQWQ31MI91DZE2,@astronomeys SAME i never carry cash tho jejfj i wonder how many of them are faking obvs the dude with the leg infection isnt...,Private
3Y7LTZE0YTT2OLF7PQBV7J8LVP8ZUK,"Man, having a chest infection is not fun at all.",Private
322ZSN9Z5GR7LBCT4SVV8R9ABGY4TM,Thank gosh my double pink eye is gone my sinus infection along with strep throat is gone took almost a month but better,Private
3SZYX62S5G72JWJM5UB48NN6MF357H,@aborthwick19 You and me both ?? Wish my throat infection would do one. Miss your wee face x,Private
37ZQELHEQ05PUOWFD09FLMKI8PXMNY,Chile homegirl's ass bust...now she got an infection ????,Private
3YGYP13641GGR497I85W7LESECWNRN,My poor boyfriend has tonsillitis and a double ear infection ??,Private
359AP8GAGGRNIHS1K4YCMTTGEWO7CQ,@redstatist like usb drives are an incredibly popular vector for infection,Private
3DWGDA5POFB564JZM5C8BBQSWH41VM,@ErisWheels That makes sense. Almost like your body has to divert most of your energy to fight the infection.,Private
3RBI0I35XEAIK1SJEKDB639JCIKY3K,I have an ear infection and I do not feel like myself can everyone pray for a speedy recovery,Private
3N7PQ0KLI5WKEWBSEJ1HZ0H3U6G3EB,got an ear infection - I guess you could say that I'm not 'hear' for it ??,Private
3IHWR4LC7DKIVYJKMJM4BWN62LEI8Q,Don't touch the infection I won't infect you!!!!,Private
31SIZS5W59M1U1MZY0XDBF9XJNJQRD,"Twelve hours and a quadruple amputation later, she was dead from an aggressive staph infection.",Private
3O4VWC1GEWDSPCXKSKC8WGUVZEBJ3B,fever+ period pain+ ear infection = IM,Private
38VTL6WC4AKLYGFNS314L073QEBY5A,"@NrsHolly Thanks ?? although it was willingly done in the name of patient safety, care and reduced infection rates ??",Private
3538U0YQ1F1CKABO9ULNHI2367V3FT,Yay an ear infection the first week of classes ??,Private
3R15W654VD0QR3RMTG0HP30YDVULQI,This is not the time i want to get an infection????,Private
3KVQ0UJWPXSH9BKND2JG03MNF6BW59,"@tryzamo @TimesLIVE Why sue them?? It's a contraceptive, it doesn't cause infection. UNSAFE SEX CAUSES HIV!!!",Private
3WJGKMRWVIG3ZQTBBH1YML3C07RCDO,What do you think happened? It?s not hard to figure out how you got a yeast infection in your throat #sippingthetea,Private
3GMLHYZ0LE42JV52T49CTCZJPV4UYO,@OliverPhelps Im doing good. Just getting over from having an ear infection which sucks... How are you doing?,Private
3XJOUITW8UYEAGZR2P28BUAF78GQTQ,@PaulKimmage On the roids myself paul. Hoor of a chest infection won?t shift. On a ventalin inhaler too #TUE #highlevelsports,Private
3H1C3QRA01Q8RW7B7CCIS3LX0JSCEH,i saw an ad for $1 bath bombs and that just SCREAMS yeast infection/ UTI so imma take a hard passss,Private
3E6L1VR4XWTBHTY6SWJLOLENGYWF6A,@tatyanasharee i googled it & somehow it could be a yeast infection wow,Private
3ZFRE2BDQ9LU5P92UVMIRQ7PP7PZXC,Only I would have a chest infection 2 days before my birthday ??,Private
30F94FBDNRRR6AX2J75IG5FGL8FTBH,Well went to to doctor today.. & found out I?m at the last stage of a respiratory infection.. &amp; have a ruptured ear. Great ??,Private
3DZKABX2ZICPT7TX221SS79J0EVVC6,think i?m getting a chest infection ??????????,Private
3GONHBMNHV5JBDAYGOK9G9RRI35ZMS,@Okbabyyt Cuddles and make sure they don't have an ear infection that isn't fun at all.,Private
3GV1I4SEO9WXHL82E7MJJYJ7DUIL6L,I stacked My week too full and I?m on antibiotic week 3 of 4 for this sinus infection that is kicking My ass. ??,Private
3DWNFENNE32D78GOSYHR6LM1DE7J4W,I?m fr getting an ear infection &? i just got over being sick ????,Private
338GLSUI43IG4RW3Z9MOPQAFYNTSF9,"In the end I called sick, probably I won?t be back to the UK until Friday if my ear infection let me fly.",Private
3XDJY5RK5SSMLORI4XL5DNVCUU54UD,I'm sad I just discovered I have an ear infection,Private
308KJXFUJRDMN0SADT5MLUVA3QUTAM,What sucks worse than a cold? A sinus infection. At least I have antibiotics.,Private
33KGGVH24UOXATOUMKDQZWNDCSC1XP,My head is starting to clear from the sinus infection goop that clogs it. I really wanna feel normal again. When does that happen?,Private
3U74KRR67MST7JMZMXAR70FA2XTNT0,"Well, I had hoped to catch a break. Poor kp has an ear infection. Just awesome.",Private
329E6HTMSW9N0W32A5CKXVU8E3BK3B,Annnddd I have strep and a sinus infection.,Private
3GS542CVJVU6XF7FKR9OMJECH5R59T,@MikeAlphaOne I waited 9 mths for a routine overnight operation and ended up staying a week due to infection.,Private
3WKGUBL7SZTJ2Y4OVJT4M0ZTH3CL40,I have a ear infection and I?m supposed to get my wisdom teeth pulled in 5 days :((,Private
30EV7DWJTV2HHKF1XMB9D6L3M9MY6Q,Pretty sure I?m getting an ear infection. Fucking awesome.,Private
